PROGRAMA_ENTRADA_PIN,CAMPUS_PIN,TEC21_PIN,TOTAL_INICIAL,SEMESTRE_AVANCE_GENERACION,CAMPUS_INDICADOR,CAMPUS_INSCRIPCION,PROGRAMATERM,TRANSFERENCIA,TRANSFERENCIA_TEMPORAL,ES_CLINICA,TOTAL_AGRUPACION,GENERACION,TERM,PERFIL
IBQ,San Luis Potosí,1,0.8032925116363636,1,San Luis Potosí,San Luis Potosí,IBQ,false,false,false,0.8032925116363636,202813,202813,NO TEC A
IIT,Sinaloa,1,4.781837683636364,1,Sinaloa,Sinaloa,IIT,false,false,false,4.781837683636364,202813,202813,TEC C
ICT,Chihuahua,1,2.5525351872727273,1,Chihuahua,Chihuahua,ICT,false,false,false,2.5525351872727273,202813,202813,NO TEC C
IBQ,Ciudad Juárez,1,0.2269025942727273,1,Ciudad Juárez,Ciudad Juárez,IBQ,false,false,false,0.2269025942727273,202813,202813,NO TEC C
CIS,Sonora Norte,1,0.9142590990909091,1,Sonora Norte,Sonora Norte,CIS,false,false,false,0.9142590990909091,202813,202813,TEC D
CIS,Aguascalientes,1,0.27491582281818183,1,Aguascalientes,Aguascalientes,CIS,false,false,false,0.27491582281818183,202813,202813,NO TEC D
ICT,Guadalajara,1,10.499244327272727,1,Guadalajara,Guadalajara,ICT,false,false,false,10.499244327272727,202813,202813,NA
NEG,Guadalajara,1,30.98128223636364,1,Guadalajara,Guadalajara,NEG,false,false,false,30.98128223636364,202813,202813,NA
AMC,Puebla,1,3.877651952727273,1,Puebla,Puebla,AMC,false,false,false,3.877651952727273,202813,202813,NA
NEG,Morelia,1,0.0,1,Morelia,Morelia,NEG,false,false,false,0.0,202813,202813,TEC A+
ESC,Puebla,1,8.644077886363636,1,Puebla,Puebla,ESC,false,false,false,8.644077886363636,202813,202813,TEC A+
IIT,Querétaro,1,18.771554781818182,1,Querétaro,Querétaro,IIT,false,false,false,18.771554781818182,202813,202813,NO TEC A
ESC,San Luis Potosí,1,2.4150605072727274,1,San Luis Potosí,San Luis Potosí,ESC,false,false,false,2.4150605072727274,202813,202813,TEC B
ICT,Estado de México,1,8.030548940000001,1,Estado de México,Estado de México,ICT,false,false,false,8.030548940000001,202813,202813,NO TEC B
ESC,Monterrey,1,23.511107536363635,1,Monterrey,Monterrey,ESC,false,false,false,23.511107536363635,202813,202813,NO TEC B
NEG,Cuernavaca,1,4.8799911045454545,1,Cuernavaca,Cuernavaca,NEG,false,false,false,4.8799911045454545,202813,202813,TEC C
IIT,Guadalajara,1,22.509382954545455,1,Guadalajara,Guadalajara,IIT,false,false,false,22.509382954545455,202813,202813,NO TEC C
IIT,Tampico,1,0.0,1,Tampico,Tampico,IIT,false,false,false,0.0,202813,202813,NO TEC C
NEG,Querétaro,1,16.471059518181818,1,Querétaro,Querétaro,NEG,false,false,false,16.471059518181818,202813,202813,TEC D
NEG,Ciudad Juárez,1,2.6408227263636364,1,Ciudad Juárez,Ciudad Juárez,NEG,false,false,false,2.6408227263636364,202813,202813,NO TEC D
IIT,Sinaloa,1,4.781837683636364,1,Sinaloa,Sinaloa,IIT,false,false,false,4.781837683636364,202813,202813,NO TEC D
AMC,Estado de México,1,5.491228312727273,1,Estado de México,Estado de México,AMC,false,false,false,5.491228312727273,202813,202813,NA
NEG,Hidalgo,1,8.048485832727273,1,Hidalgo,Hidalgo,NEG,false,false,false,8.048485832727273,202813,202813,NA
CIS,León,1,0.5850456435454545,1,León,León,CIS,false,false,false,0.5850456435454545,202813,202813,NA
ESC,Santa Fe,1,5.790922681818182,1,Santa Fe,Santa Fe,ESC,false,false,false,5.790922681818182,202813,202813,NA
IBQ,Tampico,1,0.0,1,Tampico,Tampico,IBQ,false,false,false,0.0,202813,202813,NO TEC A+
ICT,Santa Fe,1,5.618348292727273,1,Santa Fe,Santa Fe,ICT,false,false,false,5.618348292727273,202813,202813,TEC A
ESC,Cuernavaca,1,1.778991379090909,1,Cuernavaca,Cuernavaca,ESC,false,false,false,1.778991379090909,202813,202813,TEC B
ICI,Querétaro,1,2.560052940909091,1,Querétaro,Querétaro,ICI,false,false,false,2.560052940909091,202813,202813,TEC B
NEG,Toluca,1,9.298096254545454,1,Toluca,Toluca,NEG,false,false,false,9.298096254545454,202813,202813,NO TEC B
IIT,San Luis Potosí,1,4.877771776363637,1,San Luis Potosí,San Luis Potosí,IIT,false,false,false,4.877771776363637,202813,202813,TEC C
IBQ,Sonora Norte,1,0.9617647263636364,1,Sonora Norte,Sonora Norte,IBQ,false,false,false,0.9617647263636364,202813,202813,TEC C
ICT,Puebla,1,6.669981587272727,1,Puebla,Puebla,ICT,false,false,false,6.669981587272727,202813,202813,NO TEC D
IBQ,Sonora Norte,1,0.9617647263636364,1,Sonora Norte,Sonora Norte,IBQ,false,false,false,0.9617647263636364,202813,202813,NA
NEG,Guadalajara,1,30.98128223636364,1,Guadalajara,Guadalajara,NEG,false,false,false,30.98128223636364,202813,202813,NO TEC A+
NEG,Tampico,1,0.0,1,Tampico,Tampico,NEG,false,false,false,0.0,202813,202813,TEC A
ESC,San Luis Potosí,1,2.4150605072727274,1,San Luis Potosí,San Luis Potosí,ESC,false,false,false,2.4150605072727274,202813,202813,NO TEC A
ESC,Querétaro,1,10.273070818181818,1,Querétaro,Querétaro,ESC,false,false,false,10.273070818181818,202813,202813,TEC B
ESC,Toluca,1,7.762697387272727,1,Toluca,Toluca,ESC,false,false,false,7.762697387272727,202813,202813,NO TEC B
IIT,Saltillo,1,5.816017812727273,1,Saltillo,Saltillo,IIT,false,false,false,5.816017812727273,202813,202813,NO TEC A+
ICT,Morelia,1,0.0,1,Morelia,Morelia,ICT,false,false,false,0.0,202813,202813,TEC A
IIT,Ciudad de México,1,19.6320166,1,Ciudad de México,Ciudad de México,IIT,false,false,false,19.6320166,202813,202813,NO TEC A
ICI,Morelia,1,0.0,1,Morelia,Morelia,ICI,false,false,false,0.0,202813,202813,TEC B
IIT,Morelia,1,0.0,1,Morelia,Morelia,IIT,false,false,false,0.0,202813,202813,TEC C
ICT,Santa Fe,1,5.618348292727273,1,Santa Fe,Santa Fe,ICT,false,false,false,5.618348292727273,202813,202813,TEC C
IBQ,Hidalgo,1,1.625755100909091,1,Hidalgo,Hidalgo,IBQ,false,false,false,1.625755100909091,202813,202813,NO TEC C
NEG,Sinaloa,1,10.014661381818183,1,Sinaloa,Sinaloa,NEG,false,false,false,10.014661381818183,202813,202813,NO TEC C
NEG,Ciudad de México,1,27.98540650909091,1,Ciudad de México,Ciudad de México,NEG,false,false,false,27.98540650909091,202813,202813,TEC A+
NEG,Chihuahua,1,7.108887783636363,1,Chihuahua,Chihuahua,NEG,false,false,false,7.108887783636363,202813,202813,NO TEC A+
ICI,Hidalgo,1,0.527581679,1,Hidalgo,Hidalgo,ICI,false,false,false,0.527581679,202813,202813,NO TEC A+
IIT,Tampico,1,0.0,1,Tampico,Tampico,IIT,false,false,false,0.0,202813,202813,NO TEC A+
ICI,Morelia,1,0.0,1,Morelia,Morelia,ICI,false,false,false,0.0,202813,202813,TEC A
NEG,Sinaloa,1,10.014661381818183,1,Sinaloa,Sinaloa,NEG,false,false,false,10.014661381818183,202813,202813,TEC A
ICT,Cuernavaca,1,2.4809951309090907,1,Cuernavaca,Cuernavaca,ICT,false,false,false,2.4809951309090907,202813,202813,NO TEC A
ICI,Santa Fe,1,1.597073298181818,1,Santa Fe,Santa Fe,ICI,false,false,false,1.597073298181818,202813,202813,NO TEC A
NEG,Ciudad Obregón,1,1.7427719354545455,1,Ciudad Obregón,Ciudad Obregón,NEG,false,false,false,1.7427719354545455,202813,202813,TEC D
CIS,Puebla,1,4.59467463,1,Puebla,Puebla,CIS,false,false,false,4.59467463,202813,202813,TEC D
ICI,Cuernavaca,1,0.3481656127272727,1,Cuernavaca,Cuernavaca,ICI,false,false,false,0.3481656127272727,202813,202813,NO TEC D
ICT,Aguascalientes,1,0.7335523110000001,1,Aguascalientes,Aguascalientes,ICT,false,false,false,0.7335523110000001,202813,202813,NA
ICI,Santa Fe,1,1.597073298181818,1,Santa Fe,Santa Fe,ICI,false,false,false,1.597073298181818,202813,202813,NA
NEG,Aguascalientes,1,5.370171,1,Aguascalientes,Aguascalientes,NEG,false,false,false,5.370171,202813,202813,NO TEC A+
SLD,Chihuahua,1,2.604427558181818,1,Chihuahua,Chihuahua,SLD,false,false,false,2.604427558181818,202813,202813,NO TEC A
NEG,Cuernavaca,1,4.8799911045454545,1,Cuernavaca,Cuernavaca,NEG,false,false,false,4.8799911045454545,202813,202813,NO TEC A
ICT,León,1,0.9890762154545455,1,León,León,ICT,false,false,false,0.9890762154545455,202813,202813,NO TEC B
NEG,Sonora Norte,1,10.412627827272727,1,Sonora Norte,Sonora Norte,NEG,false,false,false,10.412627827272727,202813,202813,NO TEC B
ICT,Ciudad Obregón,1,0.7799932260000001,1,Ciudad Obregón,Ciudad Obregón,ICT,false,false,false,0.7799932260000001,202813,202813,TEC D
NEG,Morelia,1,0.0,1,Morelia,Morelia,NEG,false,false,false,0.0,202813,202813,TEC D
ICI,Ciudad Obregón,1,0.4144222597272727,1,Ciudad Obregón,Ciudad Obregón,ICI,false,false,false,0.4144222597272727,202813,202813,NO TEC D
IIT,Ciudad Obregón,1,1.697241612727273,1,Ciudad Obregón,Ciudad Obregón,IIT,false,false,false,1.697241612727273,202813,202813,NO TEC D
ICI,Querétaro,1,2.560052940909091,1,Querétaro,Querétaro,ICI,false,false,false,2.560052940909091,202813,202813,NA
IBQ,Morelia,1,0.0,1,Morelia,Morelia,IBQ,false,false,false,0.0,202813,202813,TEC A+
ICT,Hidalgo,1,1.1873771363636363,1,Hidalgo,Hidalgo,ICT,false,false,false,1.1873771363636363,202813,202813,TEC B
SLD,Chihuahua,1,2.604427558181818,1,Chihuahua,Chihuahua,SLD,false,false,false,2.604427558181818,202813,202813,NO TEC B
IIT,Guadalajara,1,22.509382954545455,1,Guadalajara,Guadalajara,IIT,false,false,false,22.509382954545455,202813,202813,NO TEC B
ICT,Aguascalientes,1,0.7335523110000001,1,Aguascalientes,Aguascalientes,ICT,false,false,false,0.7335523110000001,202813,202813,TEC C
IIT,Tampico,1,0.0,1,Tampico,Tampico,IIT,false,false,false,0.0,202813,202813,TEC C
CIS,Santa Fe,1,5.7423283000000005,1,Santa Fe,Santa Fe,CIS,false,false,false,5.7423283000000005,202813,202813,TEC D
ICT,Estado de México,1,8.030548940000001,1,Estado de México,Estado de México,ICT,false,false,false,8.030548940000001,202813,202813,NO TEC D
SLD,Chihuahua,1,2.604427558181818,1,Chihuahua,Chihuahua,SLD,false,false,false,2.604427558181818,202813,202813,TEC A+
CIS,Sonora Norte,1,0.9142590990909091,1,Sonora Norte,Sonora Norte,CIS,false,false,false,0.9142590990909091,202813,202813,NO TEC A
CIS,Puebla,1,4.59467463,1,Puebla,Puebla,CIS,false,false,false,4.59467463,202813,202813,NO TEC B
SLD,Monterrey,1,25.671305445454546,1,Monterrey,Monterrey,SLD,false,false,false,25.671305445454546,202813,202813,TEC C
CIS,Guadalajara,1,5.202704865454546,1,Guadalajara,Guadalajara,CIS,false,false,false,5.202704865454546,202813,202813,NO TEC C
AMC,Ciudad de México,1,6.577263689090909,1,Ciudad de México,Ciudad de México,AMC,false,false,false,6.577263689090909,202813,202813,TEC D
ICI,Estado de México,1,5.755554684545455,1,Estado de México,Estado de México,ICI,false,false,false,5.755554684545455,202813,202813,NO TEC A+
SLD,Guadalajara,1,12.6315714,1,Guadalajara,Guadalajara,SLD,false,false,false,12.6315714,202813,202813,NO TEC A
AMC,Santa Fe,1,3.1022434409090907,1,Santa Fe,Santa Fe,AMC,false,false,false,3.1022434409090907,202813,202813,NO TEC A
NEG,Santa Fe,1,30.20125231818182,1,Santa Fe,Santa Fe,NEG,false,false,false,30.20125231818182,202813,202813,NO TEC C
IIT,Morelia,1,0.0,1,Morelia,Morelia,IIT,false,false,false,0.0,202813,202813,TEC D
ICT,Sonora Norte,1,2.5165363563636363,1,Sonora Norte,Sonora Norte,ICT,false,false,false,2.5165363563636363,202813,202813,NA
ICI,Morelia,1,0.0,1,Morelia,Morelia,ICI,false,false,false,0.0,202813,202813,TEC A+
ICI,Guadalajara,1,2.8046115218181815,1,Guadalajara,Guadalajara,ICI,false,false,false,2.8046115218181815,202813,202813,TEC B
IIT,Monterrey,1,71.81414171818182,1,Monterrey,Monterrey,IIT,false,false,false,71.81414171818182,202813,202813,NO TEC B
ICI,Toluca,1,0.7670457084545454,1,Toluca,Toluca,ICI,false,false,false,0.7670457084545454,202813,202813,NO TEC C
ESC,Santa Fe,1,5.790922681818182,1,Santa Fe,Santa Fe,ESC,false,false,false,5.790922681818182,202813,202813,NO TEC D
IIT,Estado de México,1,17.3340434,1,Estado de México,Estado de México,IIT,false,false,false,17.3340434,202813,202813,NA
ICT,Morelia,1,0.0,1,Morelia,Morelia,ICT,false,false,false,0.0,202813,202813,TEC A+
NEG,Toluca,1,9.298096254545454,1,Toluca,Toluca,NEG,false,false,false,9.298096254545454,202813,202813,TEC A+
CIS,Puebla,1,4.59467463,1,Puebla,Puebla,CIS,false,false,false,4.59467463,202813,202813,NO TEC A
ICT,Puebla,1,6.669981587272727,1,Puebla,Puebla,ICT,false,false,false,6.669981587272727,202813,202813,TEC B
ICT,Sonora Norte,1,2.5165363563636363,1,Sonora Norte,Sonora Norte,ICT,false,false,false,2.5165363563636363,202813,202813,NO TEC B
CIS,Guadalajara,1,5.202704865454546,1,Guadalajara,Guadalajara,CIS,false,false,false,5.202704865454546,202813,202813,NA
ICI,Sonora Norte,1,0.5046351768181818,1,Sonora Norte,Sonora Norte,ICI,false,false,false,0.5046351768181818,202813,202813,TEC A+
IBQ,Ciudad Juárez,1,0.2269025942727273,1,Ciudad Juárez,Ciudad Juárez,IBQ,false,false,false,0.2269025942727273,202813,202813,NO TEC A+
IIT,Guadalajara,1,22.509382954545455,1,Guadalajara,Guadalajara,IIT,false,false,false,22.509382954545455,202813,202813,TEC A
IBQ,Saltillo,1,0.5690164560909091,1,Saltillo,Saltillo,IBQ,false,false,false,0.5690164560909091,202813,202813,NO TEC A
IIT,Ciudad de México,1,19.6320166,1,Ciudad de México,Ciudad de México,IIT,false,false,false,19.6320166,202813,202813,NO TEC B
NEG,Morelia,1,0.0,1,Morelia,Morelia,NEG,false,false,false,0.0,202813,202813,NO TEC B
ICI,Puebla,1,1.2616414963636364,1,Puebla,Puebla,ICI,false,false,false,1.2616414963636364,202813,202813,TEC C
IBQ,Ciudad de México,1,8.743192004545454,1,Ciudad de México,Ciudad de México,IBQ,false,false,false,8.743192004545454,202813,202813,NO TEC C
ICT,León,1,0.9890762154545455,1,León,León,ICT,false,false,false,0.9890762154545455,202813,202813,TEC D
NEG,Estado de México,1,23.859219590909092,1,Estado de México,Estado de México,NEG,false,false,false,23.859219590909092,202813,202813,NA
ESC,San Luis Potosí,1,2.4150605072727274,1,San Luis Potosí,San Luis Potosí,ESC,false,false,false,2.4150605072727274,202813,202813,NO TEC B
IBQ,Santa Fe,1,3.551187998181818,1,Santa Fe,Santa Fe,IBQ,false,false,false,3.551187998181818,202813,202813,TEC C
ESC,Puebla,1,8.644077886363636,1,Puebla,Puebla,ESC,false,false,false,8.644077886363636,202813,202813,TEC D
CIS,Puebla,1,4.59467463,1,Puebla,Puebla,CIS,false,false,false,4.59467463,202813,202813,NA
IIT,Tampico,1,0.0,1,Tampico,Tampico,IIT,false,false,false,0.0,202813,202813,TEC A+
ICI,Santa Fe,1,1.597073298181818,1,Santa Fe,Santa Fe,ICI,false,false,false,1.597073298181818,202813,202813,TEC A
NEG,Toluca,1,9.298096254545454,1,Toluca,Toluca,NEG,false,false,false,9.298096254545454,202813,202813,NO TEC A
SLD,Querétaro,1,3.815524449090909,1,Querétaro,Querétaro,SLD,false,false,false,3.815524449090909,202813,202813,TEC B
ESC,Sonora Norte,1,4.220464397272727,1,Sonora Norte,Sonora Norte,ESC,false,false,false,4.220464397272727,202813,202813,TEC B
ICT,Monterrey,1,25.67638721818182,1,Monterrey,Monterrey,ICT,false,false,false,25.67638721818182,202813,202813,NO TEC C
NEG,Monterrey,1,79.15765654545454,1,Monterrey,Monterrey,NEG,false,false,false,79.15765654545454,202813,202813,NA
AMC,Ciudad de México,1,6.577263689090909,1,Ciudad de México,Ciudad de México,AMC,false,false,false,6.577263689090909,202813,202813,TEC A+
IBQ,Laguna,1,0.7980802799090909,1,Laguna,Laguna,IBQ,false,false,false,0.7980802799090909,202813,202813,NO TEC A+
ESC,Aguascalientes,1,1.9739993900000001,1,Aguascalientes,Aguascalientes,ESC,false,false,false,1.9739993900000001,202813,202813,TEC A
IIT,Sonora Norte,1,8.995725409090909,1,Sonora Norte,Sonora Norte,IIT,false,false,false,8.995725409090909,202813,202813,TEC A
NEG,León,1,7.714677282727274,1,León,León,NEG,false,false,false,7.714677282727274,202813,202813,NO TEC A
IBQ,Puebla,1,4.011848997272727,1,Puebla,Puebla,IBQ,false,false,false,4.011848997272727,202813,202813,NO TEC A
IIT,Saltillo,1,5.816017812727273,1,Saltillo,Saltillo,IIT,false,false,false,5.816017812727273,202813,202813,TEC C
IBQ,Tampico,1,0.0,1,Tampico,Tampico,IBQ,false,false,false,0.0,202813,202813,TEC C
NEG,Guadalajara,1,30.98128223636364,1,Guadalajara,Guadalajara,NEG,false,false,false,30.98128223636364,202813,202813,NO TEC C
ESC,Aguascalientes,1,1.9739993900000001,1,Aguascalientes,Aguascalientes,ESC,false,false,false,1.9739993900000001,202813,202813,TEC A+
ICT,Aguascalientes,1,0.7335523110000001,1,Aguascalientes,Aguascalientes,ICT,false,false,false,0.7335523110000001,202813,202813,TEC A+
IBQ,Laguna,1,0.7980802799090909,1,Laguna,Laguna,IBQ,false,false,false,0.7980802799090909,202813,202813,TEC A+
NEG,Ciudad Juárez,1,2.6408227263636364,1,Ciudad Juárez,Ciudad Juárez,NEG,false,false,false,2.6408227263636364,202813,202813,NO TEC A+
ICI,León,1,0.8074104754545455,1,León,León,ICI,false,false,false,0.8074104754545455,202813,202813,TEC A
SLD,Chihuahua,1,2.604427558181818,1,Chihuahua,Chihuahua,SLD,false,false,false,2.604427558181818,202813,202813,TEC B
ICI,Hidalgo,1,0.527581679,1,Hidalgo,Hidalgo,ICI,false,false,false,0.527581679,202813,202813,TEC B
IIT,Ciudad Juárez,1,2.3770136345454542,1,Ciudad Juárez,Ciudad Juárez,IIT,false,false,false,2.3770136345454542,202813,202813,NO TEC B
CIS,León,1,0.5850456435454545,1,León,León,CIS,false,false,false,0.5850456435454545,202813,202813,NO TEC C
NEG,Chihuahua,1,7.108887783636363,1,Chihuahua,Chihuahua,NEG,false,false,false,7.108887783636363,202813,202813,NA
ICI,Guadalajara,1,2.8046115218181815,1,Guadalajara,Guadalajara,ICI,false,false,false,2.8046115218181815,202813,202813,NA
CIS,Ciudad de México,1,10.043250836363637,1,Ciudad de México,Ciudad de México,CIS,false,false,false,10.043250836363637,202813,202813,TEC A+
ICI,Toluca,1,0.7670457084545454,1,Toluca,Toluca,ICI,false,false,false,0.7670457084545454,202813,202813,TEC A+
CIS,Estado de México,1,7.306624431818181,1,Estado de México,Estado de México,CIS,false,false,false,7.306624431818181,202813,202813,NO TEC A
ESC,Chihuahua,1,2.874162030909091,1,Chihuahua,Chihuahua,ESC,false,false,false,2.874162030909091,202813,202813,TEC B
IIT,Sonora Norte,1,8.995725409090909,1,Sonora Norte,Sonora Norte,IIT,false,false,false,8.995725409090909,202813,202813,TEC B
ESC,León,1,1.8417404590909092,1,León,León,ESC,false,false,false,1.8417404590909092,202813,202813,TEC D
IBQ,Hidalgo,1,1.625755100909091,1,Hidalgo,Hidalgo,IBQ,false,false,false,1.625755100909091,202813,202813,NO TEC D
IBQ,Ciudad Obregón,1,0.3655709662727272,1,Ciudad Obregón,Ciudad Obregón,IBQ,false,false,false,0.3655709662727272,202813,202813,NA
IBQ,Cuernavaca,1,0.47841257709090906,1,Cuernavaca,Cuernavaca,IBQ,false,false,false,0.47841257709090906,202813,202813,TEC A
IIT,Santa Fe,1,20.1239164,1,Santa Fe,Santa Fe,IIT,false,false,false,20.1239164,202813,202813,TEC A
IIT,Chihuahua,1,5.522554388181818,1,Chihuahua,Chihuahua,IIT,false,false,false,5.522554388181818,202813,202813,NO TEC A
ICT,Monterrey,1,25.67638721818182,1,Monterrey,Monterrey,ICT,false,false,false,25.67638721818182,202813,202813,TEC B
IIT,Laguna,1,6.219604032727273,1,Laguna,Laguna,IIT,false,false,false,6.219604032727273,202813,202813,TEC C
ICT,Puebla,1,6.669981587272727,1,Puebla,Puebla,ICT,false,false,false,6.669981587272727,202813,202813,NO TEC C
IBQ,San Luis Potosí,1,0.8032925116363636,1,San Luis Potosí,San Luis Potosí,IBQ,false,false,false,0.8032925116363636,202813,202813,TEC D
IIT,Puebla,1,12.6242456,1,Puebla,Puebla,IIT,false,false,false,12.6242456,202813,202813,NO TEC D
NEG,Ciudad Obregón,1,1.7427719354545455,1,Ciudad Obregón,Ciudad Obregón,NEG,false,false,false,1.7427719354545455,202813,202813,NA
AMC,Monterrey,1,18.264148409090907,1,Monterrey,Monterrey,AMC,false,false,false,18.264148409090907,202813,202813,NO TEC A+
ESC,Morelia,1,0.0,1,Morelia,Morelia,ESC,false,false,false,0.0,202813,202813,TEC A
NEG,Ciudad Obregón,1,1.7427719354545455,1,Ciudad Obregón,Ciudad Obregón,NEG,false,false,false,1.7427719354545455,202813,202813,NO TEC A
SLD,Querétaro,1,3.815524449090909,1,Querétaro,Querétaro,SLD,false,false,false,3.815524449090909,202813,202813,NO TEC A
IIT,Sinaloa,1,4.781837683636364,1,Sinaloa,Sinaloa,IIT,false,false,false,4.781837683636364,202813,202813,NO TEC A
IBQ,Querétaro,1,9.249498209090909,1,Querétaro,Querétaro,IBQ,false,false,false,9.249498209090909,202813,202813,NO TEC B
ICI,Morelia,1,0.0,1,Morelia,Morelia,ICI,false,false,false,0.0,202813,202813,TEC C
IIT,Toluca,1,12.687158972727273,1,Toluca,Toluca,IIT,false,false,false,12.687158972727273,202813,202813,TEC C
IBQ,Aguascalientes,1,0.8280733452727272,1,Aguascalientes,Aguascalientes,IBQ,false,false,false,0.8280733452727272,202813,202813,TEC D
IBQ,Toluca,1,3.882002419090909,1,Toluca,Toluca,IBQ,false,false,false,3.882002419090909,202813,202813,NO TEC D
ESC,Monterrey,1,23.511107536363635,1,Monterrey,Monterrey,ESC,false,false,false,23.511107536363635,202813,202813,NO TEC A+
ICT,Chihuahua,1,2.5525351872727273,1,Chihuahua,Chihuahua,ICT,false,false,false,2.5525351872727273,202813,202813,NO TEC A
